id,feedback,trial_condition,block,trial,correct_resp,resp,correct,rt
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,36,right,left,0,-1.999
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,37,right,right,1,1.275
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,38,left,left,1,1.327
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,39,right,right,1,1.192
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,40,left,left,1,1.071
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,1,right,right,1,3.714
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,2,left,left,1,0.782
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,3,left,left,1,1.358
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,4,left,left,1,1.046
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,5,left,left,1,0.703
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,6,left,left,1,0.575
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,7,right,right,1,0.855
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,8,left,left,1,0.647
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,9,right,left,0,-0.975
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,10,right,right,1,0.643
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,11,left,left,1,2.223
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,12,left,right,0,-0.527
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,13,right,left,0,-0.715
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,14,right,right,1,0.707
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,15,left,right,0,-2.175
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,16,left,left,1,0.987
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,17,right,left,0,-1.287
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,18,left,left,1,2.195
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,19,left,left,1,3.407
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,20,right,right,1,2.367
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,21,right,right,1,2.455
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,22,left,right,0,-2.623
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,23,right,right,1,2.572
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,24,right,left,0,-1.191
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,25,left,right,0,-1.13
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,26,right,left,0,-2.826
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,27,right,right,1,4.115
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,28,right,right,1,2.455
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,29,left,left,1,2.111
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,30,left,right,0,-2.167
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,31,right,right,1,3.227
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,32,right,left,0,-1.799
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,33,right,right,1,1.003
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,34,left,left,1,4.023
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,35,right,left,0,-3.119
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,36,left,left,1,1.227
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,37,left,left,1,1.415
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,38,left,right,0,-1.632
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,39,right,right,1,1.899
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,9,40,right,right,1,1.399
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,1,left,left,1,1.483
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,2,right,right,1,0.607
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,3,left,right,0,-0.775
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,4,right,left,0,-1.748
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,5,left,right,0,-0.706
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,6,left,left,1,1.218
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,7,right,right,1,2.278
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,8,left,left,1,1.382
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,9,right,left,0,-1.135
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,10,left,left,1,0.907
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,11,left,left,1,3.903
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,12,right,right,1,2.263
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,13,right,right,1,1.431
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,14,left,left,1,0.928
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,15,right,left,0,-1.456
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,16,right,right,1,0.698
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,17,left,left,1,2.055
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,18,right,right,1,1.295
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,19,left,left,1,0.967
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,20,right,left,0,-2.615
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,21,right,left,0,-1.211
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,22,right,right,1,1.402
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,23,left,left,1,0.8
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,24,left,right,0,-1.838
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,25,right,right,1,1.923
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,26,right,right,1,1.271
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,27,left,left,1,0.983
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,28,left,left,1,1.759
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,29,left,right,0,-0.982
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,30,right,right,1,0.554
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,31,left,left,1,0.726
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,32,right,right,1,1.52
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,33,right,left,0,-1.382
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,34,left,right,0,-2.027
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,35,left,left,1,1.259
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,36,right,right,1,0.911
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,37,right,right,1,1.519
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,38,left,left,1,1.231
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,39,right,right,1,1.016
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,10,40,left,right,0,-1.239
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,1,right,right,1,1.403
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,2,right,right,1,1.503
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,3,right,right,1,0.879
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,4,left,left,1,0.759
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,5,right,right,1,0.719
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,6,right,right,1,0.759
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,7,left,right,0,-2.015
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,8,left,right,0,-0.667
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,9,left,left,1,0.779
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,10,right,right,1,0.72
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,11,right,left,0,-0.791
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,12,left,left,1,1.051
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,13,left,right,0,-1.639
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,14,left,left,1,1.187
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,15,left,right,0,-2.471
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,16,left,left,1,1.098
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,17,right,right,1,0.734
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,18,left,left,1,0.679
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,19,left,left,1,1.111
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,20,right,right,1,1.631
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,21,left,right,0,-2.319
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,22,right,left,0,-0.907
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,23,right,right,1,0.723
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,24,right,left,0,-1.231
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,25,right,right,1,0.875
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,26,left,left,1,1.151
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,27,left,left,1,1.376
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,28,left,left,1,0.695
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,29,right,left,0,-0.623
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,30,left,left,1,1.803
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,31,left,left,1,1.383
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,32,left,left,1,1.887
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,33,right,right,1,1.207
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,34,left,left,1,0.782
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,35,right,right,1,0.726
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,36,right,right,1,1.351
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,37,right,right,1,1.295
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,38,left,left,1,0.671
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,39,right,left,0,-0.895
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,11,40,right,left,0,-1.26
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,1,right,right,1,0.707
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,2,left,left,1,0.575
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,3,left,right,0,-0.543
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,4,left,left,1,1.235
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,5,right,right,1,0.912
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,6,left,left,1,0.68
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,7,right,right,1,0.599
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,8,right,right,1,1.462
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,9,left,left,1,0.762
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,10,right,right,1,0.746
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,11,left,right,0,-1.047
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,12,left,right,0,-0.899
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,13,left,right,0,-0.482
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,14,left,right,0,-0.498
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,15,left,left,1,3.044
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,16,left,right,0,-0.63
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,17,right,right,1,0.803
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,18,left,left,1,1.063
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,19,left,left,1,2.423
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,20,left,left,1,2.055
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,21,left,right,0,-1.702
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,22,right,right,1,0.826
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,23,right,left,0,-0.903
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,24,right,right,1,3.107
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,25,left,left,1,2.599
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,26,right,right,1,1.135
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,27,right,right,1,2.991
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,28,right,right,1,0.887
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,29,left,right,0,-1.752
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,30,left,right,0,-0.916
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,31,right,right,1,0.819
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,32,left,left,1,0.991
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,33,right,left,0,-1.031
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,34,right,left,0,-0.859
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,35,right,right,1,0.627
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,36,right,right,1,2.119
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,37,right,right,1,1.287
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,38,left,left,1,1.558
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,39,right,right,1,2.023
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,12,40,right,right,1,2.183
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,1,right,right,1,0.508
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,2,left,left,1,0.639
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,3,right,right,1,0.63
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,4,right,left,0,-0.742
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,5,right,left,0,-0.874
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,6,left,right,0,-0.571
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,7,right,right,1,1.291
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,8,right,left,0,-1.071
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,9,right,left,0,-0.851
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,10,left,left,1,0.899
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,11,left,right,0,-1.095
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,12,left,left,1,0.787
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,13,left,left,1,4.863
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,14,left,left,1,1.008
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,15,left,left,1,1.264
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,16,right,left,0,-1.207
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,17,left,left,1,0.795
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,18,left,right,0,-1.551
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,19,right,right,1,1.307
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,20,left,left,1,0.79
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,21,left,left,1,1.15
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,22,right,left,0,-0.998
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,23,left,left,1,0.835
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,24,left,left,1,0.767
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,25,left,right,0,-0.951
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,26,left,left,1,0.731
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,27,right,right,1,1.055
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,28,left,left,1,1.639
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,29,left,right,0,-1.671
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,30,right,right,1,0.858
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,31,left,left,1,0.942
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,32,right,right,1,1.127
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,33,right,left,0,-0.903
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,34,right,left,0,-0.699
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,35,right,right,1,0.883
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,36,right,right,1,1.775
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,37,left,left,1,0.959
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,38,right,right,1,1.439
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,39,right,left,0,-1.567
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,13,40,right,right,1,0.723
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,1,left,right,0,-0.619
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,2,right,left,0,-1.667
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,3,right,left,0,-0.771
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,4,right,right,1,1.291
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,5,right,left,0,-1.038
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,6,left,left,1,0.971
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,7,right,right,1,1.23
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,8,left,left,1,0.919
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,9,left,left,1,0.951
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,10,left,left,1,0.919
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,11,right,right,1,0.919
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,12,right,left,0,-0.999
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,13,left,left,1,0.875
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,14,right,right,1,0.903
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,15,right,left,0,-1.535
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,16,left,left,1,1.05
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,17,left,left,1,1.094
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,18,right,right,1,0.711
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,19,left,left,1,1.351
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,20,right,right,1,0.823
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,21,left,left,1,0.719
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,22,left,left,1,1.111
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,23,left,left,1,1.335
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,24,left,left,1,1.903
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,25,right,left,0,-2.351
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,26,left,left,1,0.643
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,27,left,right,0,-2.256
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,28,right,left,0,-0.62
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,29,right,left,0,-0.843
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,30,right,right,1,0.307
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,31,right,left,0,-0.863
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,32,left,left,1,0.851
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,33,left,left,1,0.862
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,34,left,left,1,2.558
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,35,right,right,1,0.934
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,36,right,left,0,-0.928
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,37,right,left,0,-0.778
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,38,right,right,1,0.883
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,39,left,left,1,2.791
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,14,40,left,left,1,2.776
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,1,right,left,0,-1.491
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,2,left,left,1,1.163
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,3,left,right,0,-0.743
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,4,right,left,0,-0.658
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,5,left,left,1,0.722
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,6,right,right,1,0.983
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,7,right,right,1,1.151
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,8,left,left,1,0.663
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,9,right,right,1,0.711
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,10,left,right,0,-1.215
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,11,left,left,1,0.868
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,12,right,right,1,1.415
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,13,left,left,1,0.607
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,14,left,right,0,-0.591
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,15,right,right,1,1.179
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,16,right,right,1,1.887
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,17,right,right,1,1.096
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,18,right,left,0,-0.791
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,19,right,right,1,0.619
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,20,right,right,1,1.079
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,21,right,right,1,0.862
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,22,left,left,1,0.806
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,23,right,right,1,0.678
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,24,right,right,1,0.918
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,25,left,left,1,2.27
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,26,left,right,0,-0.767
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,27,left,left,1,0.57
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,28,right,right,1,0.655
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,29,right,left,0,-0.855
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,30,left,left,1,1.003
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,31,right,right,1,1.007
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,32,right,right,1,0.935
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,33,left,left,1,0.703
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,34,left,right,0,-0.799
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,35,left,left,1,0.62
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,36,left,left,1,1.503
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,37,left,right,0,-0.839
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,38,left,left,1,0.635
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,39,right,right,1,1.199
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,15,40,left,left,1,1.527
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,1,left,left,1,0.9
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,2,left,left,1,1.247
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,3,left,left,1,0.792
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,4,left,right,0,-0.696
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,5,right,left,0,-0.572
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,6,left,right,0,-0.619
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,7,left,left,1,1.066
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,8,right,right,1,1.23
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,9,right,right,1,1.374
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,10,right,right,1,1.166
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,11,left,left,1,0.902
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,12,left,left,1,0.918
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,16,13,right,right,1,1.135
